Year-Month,District,Rainfall (mm),River,River Level,Flood Risk,Flood Occurred,Area affected in (m.ha),Population affected in (million),Damage to Crops,Damage to Houses,rainfall_river,rainfall_district,riverlevel_district
261,0,226.69999706745148,3,69.59079992961884,1,0,1.2229328457687585,4.076442819229194,8.152885638458388,81.52885638458388,15776.234139966193,0.0,0.0
262,0,148.20000088214874,3,67.74325000330806,0,0,0.9186602711829224,3.062200903943075,6.12440180788615,61.24401807886149,10039.549710249878,0.0,0.0
263,0,49.0999992787838,3,67.36824999459088,0,0,0.5450263365521761,1.8167544551739203,3.6335089103478406,36.33508910347841,3307.781026147339,0.0,0.0
264,0,87.5999997407198,3,67.5159999990277,0,0,0.6901928561653476,2.300642853884492,4.601285707768984,46.01285707768984,5914.401582409264,0.0,0.0
271,0,137.0000001192093,3,67.70125000044703,0,0,1.56,5.35,5.842901788710484,130.5,9275.071258131862,0.0,0.0
272,0,581.5999941006303,3,71.35,2,1,12.816160603672532,42.72053534557511,85.44107069115022,854.4107069115022,41497.15957907997,0.0,0.0
273,0,552.6000010073185,3,71.35,2,1,12.272410733172936,40.90803577724312,81.81607155448624,818.1607155448625,39428.01007187217,0.0,0.0
274,0,272.6000028550625,3,70.6924000685215,1,0,1.56,5.35,9.339728645252327,130.5,19270.748460510178,0.0,0.0
275,0,25.399999737739563,3,67.19049999803305,0,0,1.56,5.35,3.034660707658955,130.5,1706.6386823286296,0.0,0.0
282,0,142.00000154972076,3,67.72000000581146,0,0,0.8952857201282999,4.01,5.968571467521999,59.68571467521999,9616.240105772316,0.0,0.0
283,0,192.8999974131584,3,68.7795999379158,0,0,1.091837132823893,4.01,7.278914218825952,72.78914218825953,13267.584650102028,0.0,0.0
284,0,230.3000030517578,3,69.67720007324219,1,0,1.236895726122175,4.122985753740584,8.245971507481167,82.45971507481167,16046.659389505616,0.0,0.0
285,0,169.70000138878822,3,68.22280003333091,0,0,1.0018542911008,4.01,6.679028607338666,66.79028607338667,11577.409260403278,0.0,0.0
286,0,25.000000596046448,3,67.18750000447035,0,0,0.65,4.01,3.024553586489388,56.16,1679.6875401586294,0.0,0.0
292,0,203.4000018835068,3,69.03160004520416,1,0,1.1325621501624583,6.63,7.55041433441639,195.14,14041.027579216014,0.0,0.0
293,0,221.6000020802021,3,69.46840004992485,1,0,1.203152150925355,6.63,8.021014339502369,195.14,15394.197595571659,0.0,0.0
294,0,283.400001719594,3,70.95160004127025,1,0,1.4428478638124251,6.63,9.6189857587495,195.14,20107.683573703936,0.0,0.0
295,0,225.79999651014805,3,69.56919991624355,2,0,1.2194421293215028,6.63,8.129614195476684,195.14,15708.725098301586,0.0,0.0
296,0,6.200000047683716,3,67.04650000035763,0,0,0.92,6.63,2.5495178583477225,195.14,415.68830319924353,0.0,0.0
304,0,108.99999848008156,3,67.59624999430031,0,0,1.19,8.73,5.139151747512765,71.69,7367.991146637946,0.0,0.0
305,0,301.0000004768372,3,71.35,2,1,7.554910723226412,25.18303574408804,50.36607148817608,503.6607148817608,21476.350034022333,0.0,0.0
306,0,392.3999975025654,3,71.35,2,1,9.268660667458814,30.89553555819605,61.7910711163921,617.910711163921,27997.739821808038,0.0,0.0
307,0,103.79999804496764,3,67.57674999266862,0,0,1.19,8.73,5.008455308005213,71.69,7014.46651712427,0.0,0.0
308,0,53.80000019073486,3,67.38925000071525,0,0,1.19,8.73,3.7517589333653447,71.69,3625.5416628919597,0.0,0.0
314,0,171.40000104904175,3,68.263600025177,0,0,1.47,6.96,6.722985741410936,67.22985741410936,11700.381115926704,0.0,0.0
315,0,482.7999972105026,3,71.35,2,1,10.963660661982638,36.54553553994213,73.09107107988426,730.9107107988425,34447.77980096936,0.0,0.0
316,0,266.7999985963106,3,70.55319996631145,1,0,1.47,6.96,9.189757106561746,91.89757106561748,18823.593651977117,0.0,0.0
317,0,188.0000015795231,3,68.66200003790856,0,0,1.47,6.96,7.15221432655624,71.5221432655624,12908.456115580022,0.0,0.0
318,0,6.400000095367432,3,67.04800000071526,0,0,1.47,6.96,2.55457143098116,57.37,429.10720639877326,0.0,0.0
326,0,275.19999861717224,3,70.75479996681213,1,0,2.51,13.47,9.406957107101167,366.96,19471.720853024995,0.0,0.0
327,0,879.999997138977,3,71.35,2,1,18.41116066064153,61.370535535471774,122.74107107094356,1227.4107107094355,62787.99979586601,0.0,0.0
328,0,516.800003528595,3,71.35,2,1,11.60116078044687,38.6705359348229,77.3410718696458,773.4107186964579,36873.68025176525,0.0,0.0
329,0,353.9999976158142,3,71.35,2,1,8.54866066958223,28.495535565274103,56.99107113054821,569.910711305482,25257.89982988834,0.0,0.0
330,0,140.3999983072281,3,67.71399999365211,0,0,2.51,13.47,5.928357100311135,366.96,9507.045484484399,0.0,0.0
336,0,476.1999965906143,3,71.35,2,1,10.839910650359732,36.1330355011991,72.2660710023982,722.6607100239821,33976.86975674033,0.0,0.0
337,0,349.0000011920929,3,71.35,2,1,8.454910736637455,28.18303578879152,56.36607157758304,563.6607157758303,24901.150085055826,0.0,0.0
338,0,508.8000025749207,3,71.35,2,1,11.451160762565475,38.170535875218256,76.34107175043651,763.4107175043652,36302.88018372059,0.0,0.0
339,0,413.9999970793724,3,71.35,2,1,9.673660659523946,32.24553553174649,64.49107106349298,644.9107106349298,29538.899791613218,0.0,0.0
340,0,194.6000022888184,3,68.82040005493164,0,0,1.09843072316306,6.56,7.322871487753733,242.04,13392.450008207094,0.0,0.0
347,0,318.6000018119812,3,71.35,2,1,7.884910748260363,26.28303582753454,52.56607165506908,525.6607165506908,22732.110129284858,0.0,0.0
348,0,290.3000048398972,3,71.11720011615753,1,0,1.469610018771887,8.24,9.797400125145913,97.97400125145911,20645.32353792047,0.0,0.0
349,0,115.19999885559082,3,67.61949999570847,0,0,0.7942473171140467,8.24,5.294982114093645,75.53,7789.766322121239,0.0,0.0
350,0,15.0,3,67.1125,0,0,0.78,8.24,2.771875,75.53,1006.6875,0.0,0.0
357,0,294.1000049114228,3,71.20840011787413,1,0,1.4843485904778757,9.1,9.895657269852505,267.22,20942.390824401344,0.0,0.0
358,0,171.40000224113464,3,68.26360005378723,0,0,1.19,9.1,6.722985772235052,267.22,11700.38120220705,0.0,0.0
359,0,306.2000022828579,3,71.35,2,1,7.652410757089298,25.508035856964327,51.01607171392865,510.1607171392866,21847.37016288191,0.0,0.0
360,0,860.4000072479248,3,71.35,2,1,18.04366085018431,60.14553616728102,120.29107233456205,1202.9107233456205,61389.54051713943,0.0,0.0
361,0,734.4000091552734,3,71.35,2,1,15.681160885947088,52.2705362864903,104.5410725729806,1045.4107257298058,52399.440653228754,0.0,0.0
368,0,182.79999935626984,3,68.53719998455047,0,0,1.97,16.02,7.01775712621212,511.5,12528.600113056364,0.0,0.0
369,0,622.4000067263842,3,71.35,2,1,13.58116084040542,45.27053613468473,90.54107226936948,905.4107226936944,44408.24047992751,0.0,0.0
370,0,213.5999970138073,3,69.27639992833137,1,0,1.97,16.02,7.814157065642732,511.5,14797.438817818902,0.0,0.0
371,0,214.79999658465383,3,69.30519991803169,1,0,1.97,16.02,7.84518562597462,511.5,14886.756705691958,0.0,0.0
372,0,2.200000047683716,3,67.01650000035762,0,0,1.97,16.02,2.448446429776294,511.5,147.4363031963825,0.0,0.0
380,0,327.99999737739563,3,71.35,2,1,8.061160665111881,26.870535550372946,53.74107110074589,537.4107110074588,23402.799812877176,0.0,0.0
381,0,645.3999964743853,3,71.35,2,1,14.012410648180438,46.7080354939348,93.4160709878696,934.160709878696,46049.28974844739,0.0,0.0
382,0,442.6000005304813,3,71.35,2,1,10.209910724232238,34.03303574744079,68.06607149488158,680.6607149488159,31579.510037849835,0.0,0.0
383,0,321.59999933838844,3,71.35,2,1,7.941160701880497,26.47053567293499,52.94107134586998,529.4107134586998,22946.159952794012,0.0,0.0
384,0,161.20000302791595,3,68.01880007266998,0,0,1.82,8.16,6.459242935436112,94.45,10964.63077766961,0.0,0.0
392,0,252.60000133514404,3,70.21240003204345,1,0,2.7,21.3,8.822585748808724,522.05,17735.652341837842,0.0,0.0
393,0,840.0000015795231,3,71.35,2,1,17.661160743901767,58.8705358130059,117.7410716260118,1177.410716260118,59934.00011269897,0.0,0.0
394,0,275.60000252723694,3,70.76440006065368,1,0,2.7,21.3,9.417300065347126,522.05,19502.668835554563,0.0,0.0
395,0,262.40000000596046,3,70.44760000014304,1,0,2.7,21.3,9.075985714439836,522.05,18485.450240457434,0.0,0.0
396,0,92.00000095367432,3,67.53250000357627,0,0,2.7,21.3,4.711875023969582,522.05,6212.990064733028,0.0,0.0
403,0,437.2000023126602,3,71.35,2,1,10.108660757648092,33.69553585882698,67.39107171765396,673.9107171765395,31194.220165008304,0.0,0.0
404,0,458.9999966621399,3,71.35,2,1,10.517410651700835,35.05803550566946,70.11607101133892,701.1607101133891,32749.649761843677,0.0,0.0
405,0,296.19999969005585,3,71.25879999256134,1,0,1.492493570226431,4.974978567421436,9.949957134842872,99.49957134842872,21106.85653571042,0.0,0.0
406,0,125.99999952316284,3,67.65999999821186,0,0,0.834964283916567,2.78321427972189,5.56642855944378,55.6642855944378,8525.159967511892,0.0,0.0
407,0,42.20000076293945,3,67.31650000572205,0,0,0.5188741100345339,2.1,3.4591607335635595,34.591607335635594,2840.756351599884,0.0,0.0
412,0,472.1999924182892,3,71.35,2,1,17.83,35.88303524042879,71.76607048085758,717.6607048085758,33691.46945904493,0.0,0.0
413,0,344.40000224113464,3,71.35,2,1,17.83,27.895535854356627,55.79107170871325,557.9107170871325,24572.940159904956,0.0,0.0
414,0,155.00000101327896,3,67.8700000243187,0,0,17.83,3.149464298814535,6.29892859762907,62.9892859762907,10519.850072540641,0.0,0.0
415,0,317.0000003874302,3,71.35,2,1,17.83,26.1830357385001,52.3660714770002,523.660714770002,22617.950027643143,0.0,0.0
416,0,102.99999809265135,3,67.57374999284744,0,0,17.83,2.4941740831732746,4.988348166346549,49.88348166346549,6960.0961203765855,0.0,0.0
423,0,116.0,3,67.6225,0,0,1.88,24.44,5.315089285714285,768.38,7844.21,0.0,0.0
424,0,419.0000030994415,3,71.35,2,1,9.767410772400243,32.55803590800081,65.11607181600162,768.38,29895.65022114515,0.0,0.0
425,0,363.6000002622605,3,71.35,2,1,8.728660719203097,29.09553573067699,58.19107146135398,768.38,25942.860018712283,0.0,0.0
426,0,310.7999978661537,3,71.35,2,1,7.738660674276096,25.79553558092032,51.59107116184064,768.38,22175.579847750065,0.0,0.0
427,0,3.400000095367432,3,67.02550000071525,0,0,1.88,24.44,2.478767859552588,768.38,227.88670639448168,0.0,0.0
435,0,201.3999948501587,3,68.9835998764038,1,0,1.1248049800259723,5.09,7.498699866839816,167.3,13893.296659853133,0.0,0.0
436,0,849.200003772974,3,71.35,2,1,17.833660785028975,59.44553595009658,118.89107190019315,1188.9107190019315,60590.42026920169,0.0,0.0
437,0,467.8000006079674,3,71.35,2,1,10.682410725685102,35.60803575228367,71.21607150456734,712.1607150456734,33377.53004337847,0.0,0.0
438,0,212.4000000059605,3,69.24760000014305,1,0,1.1674692857374038,5.09,7.783128571582693,167.3,14708.190240443135,0.0,0.0
439,0,73.0,3,67.46125,0,0,0.64,5.09,4.234330357142857,167.3,4924.67125,0.0,0.0
447,0,75.19999980926514,3,67.46949999928475,0,0,1.11,2.2,4.289624995206084,42.89624995206084,5073.706387077427,0.0,0.0
448,0,377.599997997284,3,71.35,2,1,8.99116067673479,29.97053558911596,59.94107117823192,599.4107117823193,26941.75985710621,0.0,0.0
449,0,615.9999999701977,3,71.35,2,1,13.461160713726922,44.87053571242307,89.74107142484614,897.4107142484614,43951.5999978736,0.0,0.0
450,0,78.39999961853027,3,67.48149999856949,0,0,1.11,2.2,4.370053561840739,43.700535618407386,5290.549574145699,0.0,0.0
451,0,87.4000015258789,3,67.51525000572205,0,0,1.11,2.29812948346138,4.59625896692276,45.9625896692276,5900.832953520203,0.0,0.0
459,0,270.799999833107,3,70.64919999599456,1,0,1.3939778564955505,4.646592854985169,9.293185709970338,92.93185709970338,19131.80334712447,0.0,0.0
460,0,423.2000000476837,3,71.35,2,1,9.846160715179783,32.82053571726595,65.6410714345319,656.410714345319,30195.32000340223,0.0,0.0
461,0,140.0,3,67.7125,0,0,0.8877455357142857,2.959151785714286,5.918303571428572,59.18303571428572,9479.75,0.0,0.0
462,0,243.0,3,69.982,1,0,1.2861535714285717,4.287178571428571,8.574357142857142,85.74357142857143,17005.626,0.0,0.0
463,0,8.0,3,67.06,0,0,0.38925,1.2975,2.595,25.95,536.48,0.0,0.0
471,0,145.60000002384186,3,67.7335000000894,0,0,3.82,7.14,6.0590535720278105,102.96,9861.99760162791,0.0,0.0
472,0,627.8000000119209,3,71.35,2,1,13.682410714509231,45.608035715030766,91.21607143006152,912.1607143006154,44793.53000085056,0.0,0.0
473,0,245.0,3,70.03,1,0,3.82,7.14,8.626071428571429,102.96,17157.35,0.0,0.0
474,0,528.2000007629395,3,71.35,2,1,11.814910728590828,39.38303576196943,78.76607152393886,787.6607152393885,37687.070054435724,0.0,0.0
475,0,16.0,3,67.12,0,0,3.82,7.14,2.7971428571428576,102.96,1073.92,0.0,0.0
483,0,45.0,3,67.3375,0,0,0.5294866071428572,1.7649553571428571,3.5299107142857142,35.299107142857146,3030.1875000000005,0.0,0.0
484,0,442.0,3,71.35,2,1,10.198660714285714,33.99553571428571,67.99107142857142,679.9107142857142,31536.699999999997,0.0,0.0
485,0,228.0,3,69.622,1,0,1.227975,4.09325,8.1865,81.865,15873.816,0.0,0.0
486,0,333.79999828338623,3,71.35,2,1,8.169910682099205,27.23303560699735,54.4660712139947,544.660712139947,23816.629877519605,0.0,0.0
487,0,29.0,3,67.2175,1,0,0.46884375,1.5628125000000002,3.1256250000000003,31.25625,1949.3075000000001,0.0,0.0
494,0,342.0,3,71.35,2,1,8.323660714285714,27.74553571428571,55.49107142857142,554.9107142857142,24401.699999999997,0.0,0.0
495,0,606.5999989509583,3,71.35,2,1,13.28491069461618,44.2830356487206,88.5660712974412,885.660712974412,43280.90992515087,0.0,0.0
496,0,327.5999995470047,3,71.35,2,1,8.053660705792051,26.84553568597351,53.69107137194702,536.9107137194701,23374.259967678783,0.0,0.0
497,0,121.80000007152556,3,67.64425000026822,0,0,2.36,7.23,5.460866073226289,222.8,8239.069654870962,0.0,0.0
498,0,214.0,3,69.286,1,0,2.36,7.23,7.8245,222.8,14827.204,0.0,0.0
505,0,267.0,3,70.55799999999999,1,0,3.9,4.597464285714286,9.194928571428571,176.4,18838.985999999997,0.0,0.0
506,0,281.0000004768372,3,70.89400001144409,1,0,3.9,4.77846429187911,9.55692858375822,176.4,19921.214037020687,0.0,0.0
507,0,418.0,3,71.35,2,1,9.748660714285714,32.495535714285715,64.99107142857143,649.9107142857142,29824.3,0.0,0.0
508,0,366.0,3,71.35,2,1,8.773660714285715,29.245535714285715,58.49107142857143,584.9107142857143,26114.1,0.0,0.0
509,0,50.0,3,67.375,0,0,3.9,3.0,3.65625,176.4,3368.75,0.0,0.0
516,0,147.0,3,67.73875,0,0,0.9141361607142856,3.047120535714285,6.094241071428571,60.942410714285714,9957.596249999999,0.0,0.0
517,0,226.60000038146973,3,69.58840000915527,1,0,1.2225450014795576,4.075150004931859,8.150300009863718,81.50300009863717,15768.731468620452,0.0,0.0
518,0,273.0,3,70.702,1,0,1.4025107142857145,4.675035714285714,9.350071428571429,93.5007142857143,19301.646,0.0,0.0
519,0,129.0,3,67.67125,0,0,0.8462745535714287,2.8209151785714286,5.641830357142857,56.418303571428574,8729.59125,0.0,0.0
520,0,38.0,3,67.285,0,0,0.5029553571428571,1.6765178571428572,3.3530357142857143,33.53035714285714,2556.83,0.0,0.0
521,0,23.0,3,67.1725,0,0,4.33,8.79,2.974017857142857,519.77,1544.9675,0.0,0.0
523,0,28.30000001192093,3,67.21225000008941,0,0,4.33,8.79,3.1079375003012166,519.77,1902.1066758037628,0.0,0.0
524,0,11.0,3,67.0825,0,0,4.33,8.79,2.6708035714285714,519.77,737.9074999999999,0.0,0.0
525,0,163.99999952316284,3,68.08599998855591,0,0,4.33,8.79,6.53164284481321,519.77,11166.103965657236,0.0,0.0
526,0,213.0,3,69.262,1,0,4.33,8.79,7.798642857142857,519.77,14752.806,0.0,0.0
527,0,535.0,3,71.35,2,1,11.942410714285714,39.80803571428571,79.61607142857142,796.1607142857142,38172.25,0.0,0.0
528,0,134.0,3,67.69,0,0,4.33,8.79,5.7675,519.77,9070.46,0.0,0.0
529,0,642.5999999046326,3,71.35,2,1,13.959910712497576,46.53303570832525,93.06607141665047,930.6607141665048,45849.50999319553,0.0,0.0
530,0,123.0,3,67.64875,0,0,4.33,8.79,5.491026785714286,519.77,8320.796250000001,0.0,0.0
533,0,52.5,3,67.384375,0,0,3.0,18.5,3.719084821428571,685.87,3537.6796875000005,0.0,0.0
534,0,26.0,3,67.195,0,0,3.0,18.5,3.0498214285714287,685.87,1747.0699999999997,0.0,0.0
535,0,28.5,3,67.21375,0,0,3.0,18.5,3.112991071428572,685.87,1915.591875,0.0,0.0
536,0,52.0,3,67.3825,0,0,3.0,18.5,3.706517857142857,685.87,3503.8899999999994,0.0,0.0
537,0,343.0,3,71.35,2,1,8.342410714285716,27.808035714285715,55.61607142857143,685.87,24473.05,0.0,0.0
538,0,679.0,3,71.35,2,1,14.642410714285711,48.80803571428572,97.61607142857144,976.1607142857142,48446.649999999994,0.0,0.0
539,0,134.0,3,67.69,0,0,3.0,18.5,5.7675,685.87,9070.46,0.0,0.0
540,0,104.0,3,67.5775,0,0,3.0,18.5,5.013482142857143,685.87,7028.06,0.0,0.0
543,0,2.0,3,67.015,0,0,0.3665089285714286,1.221696428571429,2.4433928571428574,24.433928571428574,134.03,0.0,0.0
544,0,160.0,3,67.99,0,0,0.9642321428571428,3.214107142857143,6.428214285714286,64.28214285714286,10878.4,0.0,0.0
545,0,161.0,3,68.014,0,0,0.9681107142857144,3.227035714285714,6.454071428571428,64.54071428571429,10950.253999999999,0.0,0.0
546,0,98.0,3,67.555,0,0,0.7294017857142857,2.431339285714285,4.862678571428571,48.62678571428572,6620.39,0.0,0.0
547,0,241.00000083446503,3,69.93400002002716,1,0,1.2783964318079608,4.26132143935987,8.52264287871974,85.22642878719739,16854.09406318402,0.0,0.0
548,0,408.0000004768372,3,71.35,2,1,9.561160723226411,31.87053574408804,63.74107148817608,637.4107148817609,29110.800034022333,0.0,0.0
549,0,164.39999878406525,3,68.09559997081756,0,0,0.9812978524267671,3.270992841422557,6.541985682845115,65.41985682845115,11194.916552402601,0.0,0.0
550,0,4.0,3,67.03,0,0,0.3740892857142857,1.2469642857142855,2.4939285714285715,24.93928571428572,268.12,0.0,0.0
551,0,3.0,3,67.0225,0,0,0.3702991071428571,1.234330357142857,2.468660714285714,24.68660714285714,201.0675,0.0,0.0
552,0,0.6000000238418579,3,67.00450000017881,0,0,1.06,14.94,2.408017857745289,446.64,40.202701597619054,0.0,0.0
553,0,13.0,3,67.0975,0,0,1.06,14.94,2.721339285714286,446.64,872.2674999999999,0.0,0.0
554,0,3.0,3,67.0225,0,0,1.06,14.94,2.468660714285714,446.64,201.0675,0.0,0.0
555,0,22.399999976158146,3,67.16799999982119,0,0,1.06,14.94,2.9588571422547103,446.64,1504.563198394585,0.0,0.0
556,0,82.01000022888184,3,67.4950375008583,0,0,1.06,14.94,4.460787059324129,446.64,5535.268040893778,0.0,0.0
557,0,517.0,3,71.35,2,1,11.604910714285714,38.68303571428571,77.36607142857142,773.6607142857142,36887.95,0.0,0.0
558,0,1630.4999969303608,3,71.35,2,1,32.48303565672998,108.27678552243329,216.5535710448665,2165.5357104486657,116336.17478098124,0.0,0.0
559,0,742.4999995529652,3,71.35,2,1,15.833035705903807,52.77678568634602,105.55357137269203,1055.5357137269204,52977.37496810406,0.0,0.0
560,0,3138.500003159046,3,71.35,2,1,60.75803577351782,202.52678591172608,405.05357182345216,4050.5357182345215,223931.97522539794,0.0,0.0
561,0,1754.5999999046326,3,71.35,2,1,34.80991071249758,116.03303570832526,232.0660714166505,2320.6607141665054,125190.70999319553,0.0,0.0
562,0,342.5,3,71.35,2,1,8.333035714285714,27.776785714285708,55.553571428571416,555.5357142857142,24437.374999999996,0.0,0.0
563,0,813.5,3,71.35,2,1,17.16428571428571,57.21428571428571,114.42857142857142,1144.2857142857142,58043.225,0.0,0.0
564,0,58.10000002384186,3,67.4053750000894,0,0,0.5789752233041716,1.9299174110139057,3.8598348220278114,446.64,3916.252289112264,0.0,0.0
565,0,24.0,3,67.18,0,0,0.4498928571428571,1.4996428571428573,2.9992857142857146,446.64,1612.3200000000002,0.0,0.0
566,0,118.39999997615814,3,67.63149999991059,0,0,0.8063116070529712,2.6877053568432374,5.375410713686475,446.64,8007.569598376953,0.0,0.0
567,0,1271.5,3,71.35,2,1,25.75178571428572,85.83928571428572,171.67857142857144,1716.7857142857144,90721.525,0.0,0.0
568,0,1787.699999332428,3,71.35,2,1,35.43053570176874,118.10178567256246,236.2035713451249,2362.035713451249,127552.39495236873,0.0,0.0
569,0,1784.8000021278858,3,71.35,2,1,35.37616075418357,117.92053584727856,235.84107169455712,2358.4107169455715,127345.48015182464,0.0,0.0
570,0,2190.499998807907,3,71.35,2,1,42.98303569193397,143.27678563977992,286.55357127955983,2865.535712795598,156292.17491494416,0.0,0.0
571,0,1690.4999988377094,3,71.35,1,1,33.60803569249277,112.02678564164258,224.05357128328515,2240.5357128328515,120617.17491707056,0.0,0.0
572,0,1725.4999977350235,3,71.35,2,1,34.264285671817404,114.21428557272468,228.42857114544933,2284.2857114544936,123114.42483839391,0.0,0.0
573,0,6162.999999910593,3,71.35,2,1,117.46741071260934,391.5580357086978,783.1160714173956,7831.160714173956,439730.0499936208,0.0,0.0
578,0,0.5,3,67.00375,0,0,0.3608236607142857,1.2027455357142856,2.405491071428571,446.64,33.501875,0.0,0.0
579,0,68.30000007152557,3,67.44362500026823,0,0,0.6174301341982292,2.0581004473274307,4.116200894654861,446.64,4606.3995923422635,0.0,0.0
580,0,970.8999974727632,3,71.35,2,1,20.115535666900023,67.05178555633341,134.10357111266683,1341.0357111266685,69273.71481968164,0.0,0.0
581,0,945.399998575449,3,71.35,2,1,19.637410687575382,65.45803562525128,130.91607125050257,1309.1607125050257,67454.28989835829,0.0,0.0
582,0,245.60000014305115,3,70.04440000343322,1,0,1.2962378576976912,4.320792858992304,8.641585717984608,446.64,17202.904650863133,0.0,0.0
583,0,200.60000109672544,3,68.96440002632141,1,0,1.1217021471108708,3.739007157036236,7.478014314072472,446.64,13834.258720915088,0.0,0.0
584,0,76.8000001013279,3,67.47550000037998,0,0,0.649475893239158,2.164919644130527,4.329839288261054,446.64,5182.118406866333,0.0,0.0
585,0,179.60000228881836,3,68.46040005493164,0,0,1.0402521517344885,3.467507172448294,6.935014344896588,446.64,12295.488006559142,0.0,0.0
586,0,2.799999952316284,3,67.02099999964237,0,0,0.3695410712478416,1.2318035708261386,2.463607141652277,446.64,187.65879680318832,0.0,0.0
587,0,6.0,3,67.045,0,0,0.3816696428571429,1.2722321428571428,2.5444642857142856,446.64,402.27,0.0,0.0
588,0,26.0,3,67.195,0,0,0.4574732142857143,1.5249107142857143,3.0498214285714287,446.64,1747.0699999999997,0.0,0.0
590,0,6.3999998569488525,3,67.04799999892711,0,0,0.3831857137435248,1.2772857124784165,2.5545714249568325,446.64,429.10719040184017,0.0,0.0
591,0,14135.70000064373,3,71.35,2,1,266.9555357263556,889.8517857545187,1779.7035715090374,17797.035715090373,1008582.1950459301,0.0,0.0
592,0,18704.60000327229,3,71.35,2,1,352.6224107756412,1175.4080359188038,2350.8160718376075,23508.160718376075,1334573.2102334779,0.0,0.0
593,0,572.1000007987022,3,71.35,2,1,12.63803572926138,42.1267857642046,84.2535715284092,842.535715284092,40819.3350569874,0.0,0.0
594,0,181.40000009536743,3,68.50360000228882,0,0,1.0472335717984609,3.490778572661536,6.981557145323071,446.64,12426.553046948204,0.0,0.0
595,0,277.1999996304512,3,70.80279999113083,1,0,1.4188007128523927,4.729335709507976,9.458671419015952,446.64,19626.536131376375,0.0,0.0
596,0,81.5,3,67.493125,0,0,0.6671953125,2.223984375,4.447968749999999,446.64,5500.6896875,0.0,0.0
601,0,7.199999928474426,3,67.05399999946356,0,0,0.3862178568717624,1.287392856239208,2.574785712478416,446.64,482.78879520006177,0.0,0.0
602,0,5.200000107288361,3,67.03900000080466,0,0,0.378637500406642,1.2621250013554737,2.524250002710948,446.64,348.6028071966887,0.0,0.0
603,0,55.59999990463257,3,67.39599999964237,0,0,0.5695499996404563,1.8984999988015208,3.7969999976030415,446.64,3747.2175935527325,0.0,0.0
604,0,252.7999975681305,3,70.21719994163513,1,0,1.324163561996392,4.413878539987973,8.827757079975946,446.64,17750.907974486294,0.0,0.0
605,0,416.599999666214,3,71.35,2,1,9.722410708027226,32.40803569342408,64.81607138684817,648.1607138684817,29724.409976184364,0.0,0.0
606,0,622.7999984025955,3,71.35,2,1,13.588660684334382,45.295535614447935,90.59107122889588,905.9107122889588,44436.779886025186,0.0,0.0
607,0,318.200002104044,3,71.35,2,1,7.877410753736538,26.258035845788463,52.516071691576926,525.1607169157692,22703.570150123538,0.0,0.0
