Year-Month,District,Rainfall (mm),River,River Level,Flood Risk,Flood Occurred,Area affected in (m.ha),Population affected in (million),Damage to Crops,Damage to Houses
1992-10,0,87.5999997407198,3,67.5159999990277,0,No,-0.2249551448194231,-0.2251405558648738,-0.22051958519498174,-0.23269416521090333
1993-06,0,137.0000001192093,3,67.70125000044703,0,No,-0.2205919833550371,-0.2205512713080116,-0.2195861488622859,-0.22632692483014338
1993-07,0,581.5999941006303,3,71.35,2,Yes,-0.16412837928946764,-0.16430859046572494,-0.15974492740093454,-0.1717705352342749
1993-08,0,552.6000010073185,3,71.35,2,Yes,-0.16685595918812124,-0.16703640353572283,-0.1624701706964203,-0.17450245870627715
1993-09,0,272.6000028550625,3,70.6924000685215,1,No,-0.2205919833550371,-0.2205512713080116,-0.21695726438894086,-0.22632692483014338
1993-10,0,25.399999737739563,3,67.19049999803305,0,No,-0.2205919833550371,-0.2205512713080116,-0.2216973604487489,-0.22632692483014338
1994-06,0,142.00000154972076,3,67.72000000581146,0,No,-0.22392634977329523,-0.2225679722097178,-0.21949167147437068,-0.23166373184549258
1994-07,0,192.8999974131584,3,68.7795999379158,0,No,-0.22294040069743085,-0.2225679722097178,-0.2185065670196795,-0.23067621268101915
1994-08,0,230.3000030517578,3,69.67720007324219,1,No,-0.22221275196651005,-0.2223979285743084,-0.21777954163487245,-0.22994740519554224
1994-09,0,169.70000138878822,3,68.22280003333091,0,No,-0.223391776235382,-0.2225679722097178,-0.21895755588316057,-0.23112830701835652
1994-10,0,25.000000596046448,3,67.18750000447035,0,No,-0.22515676183580113,-0.2225679722097178,-0.22170495889585623,-0.23192944177572117
1995-06,0,203.4000018835068,3,69.03160004520416,1,No,-0.222736114232842,-0.21862487044668033,-0.21830245555872685,-0.22145543309807256
1995-07,0,221.6000020802021,3,69.46840004992485,1,No,-0.22238201784115016,-0.21862487044668033,-0.21794866250654524,-0.22145543309807256
1995-08,0,283.400001719594,3,70.95160004127025,1,No,-0.22117964659706413,-0.21862487044668033,-0.21674732128341634,-0.22145543309807256
1995-09,0,225.79999651014805,3,69.56919991624355,2,No,-0.2223003033984745,-0.21862487044668033,-0.21786701806520142,-0.22145543309807256
1995-10,0,6.200000047683716,3,67.04650000035763,0,No,-0.22380237701183817,-0.21862487044668033,-0.22206208668663016,-0.22145543309807256
1996-06,0,108.99999848008156,3,67.59624999430031,0,No,-0.22244799218787525,-0.2154643690335587,-0.22011522211421417,-0.23075904779986936
1996-07,0,301.0000004768372,3,71.35,2,Yes,-0.19052007185670145,-0.1907025391672106,-0.18611401131333552,-0.19820425562717092
1996-08,0,392.3999975025654,3,71.35,2,Yes,-0.18192349068434696,-0.1821052231029509,-0.17752479447110014,-0.18959398470703373
1996-09,0,103.79999804496764,3,67.57674999266862,0,No,-0.22244799218787525,-0.2154643690335587,-0.22021347857775625,-0.23075904779986936
1996-10,0,53.80000019073486,3,67.38925000071525,0,No,-0.22244799218787525,-0.2154643690335587,-0.22115825214606125,-0.23075904779986936
1997-06,0,171.40000104904175,3,68.263600025177,0,No,-0.22104344496302478,-0.21812822022461834,-0.21892450928634694,-0.2310951794169953
1997-07,0,482.7999972105026,3,71.35,2,Yes,-0.17342096376138266,-0.17360196932845295,-0.1690295513059289,-0.18107791781431207
1997-08,0,266.7999985963106,3,70.55319996631145,1,No,-0.22104344496302478,-0.21812822022461834,-0.2170700117069185,-0.22923613605216842
1997-09,0,188.0000015795231,3,68.66200003790856,0,No,-0.22104344496302478,-0.21812822022461834,-0.2186018189132467,-0.23077169805813025
1997-10,0,6.400000095367432,3,67.04800000071526,0,No,-0.22104344496302478,-0.21812822022461834,-0.2220582874540184,-0.23183825203259298
1998-06,0,275.19999861717224,3,70.75479996681213,1,No,-0.21582655527072303,-0.2083306658439413,-0.2169067226072708,-0.20850648957387063
1998-07,0,879.999997138977,3,71.35,2,Yes,-0.13606251570713182,-0.13624032763006444,-0.13170310666544163,-0.1436599777688661
1998-08,0,516.800003528595,3,71.35,2,Yes,-0.17022311011055843,-0.17040384230421263,-0.16583443712204918,-0.1778749716960234
1998-09,0,353.9999976158142,3,71.35,2,Yes,-0.1855351835375966,-0.18571722470729457,-0.18113339333873768,-0.19321142905186334
1998-10,0,140.3999983072281,3,67.71399999365211,0,No,-0.21582655527072303,-0.2083306658439413,-0.21952190429112234,-0.20850648957387063
1999-06,0,476.1999965906143,3,71.35,2,Yes,-0.17404172353066893,-0.1742227821643387,-0.16964977929638664,-0.18169966612130944
1999-07,0,349.0000011920929,3,71.35,2,Yes,-0.18600545570955196,-0.18618753708118665,-0.18160326264827012,-0.19368245011541807
1999-08,0,508.8000025749207,3,71.35,2,Yes,-0.17097554621356856,-0.17115634273037517,-0.1665862286446447,-0.1786286060265924
1999-09,0,413.9999970793724,3,71.35,2,Yes,-0.1798919134882057,-0.18007347223432216,-0.17549495764183673,-0.1875591722969326
1999-10,0,194.6000022888184,3,68.82040005493164,0,No,-0.22290732566524268,-0.21873022049378438,-0.2184735203214826,-0.21792088850905458
2000-06,0,318.6000018119812,3,71.35,2,Yes,-0.18886471250183712,-0.189047038301417,-0.18446007003532178,-0.1965462601717913
2000-07,0,290.3000048398972,3,71.11720011615753,1,No,-0.22104540120249508,-0.21620181936328706,-0.21661319089123987,-0.22877819546722358
2000-08,0,115.19999885559082,3,67.61949999570847,0,No,-0.22443318266099876,-0.21620181936328706,-0.21999807017962128,-0.23046965225142949
2000-09,0,15.0,3,67.1125,0,No,-0.22450465062426342,-0.21620181936328706,-0.22189492049247517,-0.23046965225142949
2001-06,0,294.1000049114228,3,71.20840011787413,1,No,-0.22097146898825254,-0.21490751878458011,-0.21653932201162085,-0.2160232374908995
2001-07,0,171.40000224113464,3,68.26360005378723,0,No,-0.22244799218787525,-0.21490751878458011,-0.2189245092631736,-0.2160232374908995
2001-08,0,306.2000022828579,3,71.35,2,Yes,-0.1900309882781838,-0.19021341377863432,-0.18562534671218292,-0.19771439320056233
2001-09,0,860.4000072479248,3,71.35,2,Yes,-0.13790598298895598,-0.13808395250351205,-0.13354499472625284,-0.14550638070634545
2001-10,0,734.4000091552734,3,71.35,2,Yes,-0.14975685001923716,-0.14993583262330812,-0.1453857096163681,-0.1573761198181434
2002-06,0,182.79999935626984,3,68.53719998455047,0,No,-0.21853532491864894,-0.20449291412800788,-0.2187029026845672,-0.19761346025837684
2002-07,0,622.4000067263842,3,71.35,2,Yes,-0.1602909544340636,-0.16047083756218103,-0.15591078990627036,-0.16792699941715805
2002-08,0,213.5999970138073,3,69.27639992833137,1,No,-0.21853532491864894,-0.20449291412800788,-0.21810417603288146,-0.19761346025837684
2002-09,0,214.79999658465383,3,69.30519991803169,1,No,-0.21853532491864894,-0.20449291412800788,-0.21808084902704641,-0.19761346025837684
2002-10,0,2.200000047683716,3,67.01650000035762,0,No,-0.21853532491864894,-0.20449291412800788,-0.2221380713207487,-0.19761346025837684
2003-06,0,327.99999737739563,3,71.35,2,Yes,-0.1879806006032874,-0.1881628508232078,-0.1835767155183116,-0.19566074035669193
2003-07,0,645.3999964743853,3,71.35,2,Yes,-0.1581277018600361,-0.1583074000591947,-0.15374939049988784,-0.16576030194084496
2003-08,0,442.6000005304813,3,71.35,2,Yes,-0.1772019544160203,-0.17738328320686642,-0.17280730294463686,-0.18486492956121797
2003-09,0,321.59999933838844,3,71.35,2,Yes,-0.18858254922949735,-0.18876485090791786,-0.1841781484804094,-0.19626364756454104
2003-10,0,161.20000302791595,3,68.01880007266998,0,No,-0.21928776093196167,-0.21632221941712027,-0.21912278886838757,-0.22904377626797065
2004-06,0,252.60000133514404,3,70.21240003204345,1,No,-0.21487346965386017,-0.19654651057501635,-0.21734604798811102,-0.19681837613440797
2004-07,0,840.0000015795231,3,71.35,2,Yes,-0.13982469535604225,-0.14000282889466303,-0.1354620634130211,-0.14742814855419156
2004-08,0,275.60000252723694,3,70.76440006065368,1,No,-0.21487346965386017,-0.19654651057501635,-0.21689894685986985,-0.19681837613440797
2004-09,0,262.40000000596046,3,70.44760000014304,1,No,-0.21487346965386017,-0.19654651057501635,-0.21715554406483342,-0.19681837613440797
2004-10,0,92.00000095367432,3,67.53250000357627,0,No,-0.21487346965386017,-0.19654651057501635,-0.22043644509448354,-0.19681837613440797
2005-06,0,437.2000023126602,3,71.35,2,Yes,-0.17770984855738448,-0.17789122076633895,-0.17331476199441662,-0.18537363250582103
2005-07,0,458.9999966621399,3,71.35,2,Yes,-0.17565946095256407,-0.17584065788099448,-0.17126613087056133,-0.1833199797321383
2005-08,0,296.19999969005585,3,71.25879999256134,1,No,-0.2209306118143158,-0.2211156788163999,-0.2164984998383094,-0.22866322328105276
2005-09,0,125.99999952316284,3,67.65999999821186,0,No,-0.2242289365798316,-0.2244142855442589,-0.21979399906749553,-0.23196680051068658
2005-10,0,42.20000076293945,3,67.31650000572205,0,No,-0.22581452078171915,-0.22544252349498556,-0.22137822496597614,-0.233554909698656
2006-06,0,472.1999924182892,3,71.35,2,Yes,-0.1389777571110473,-0.17459903272502694,-0.1700256754049639,-0.1820764836347247
2006-07,0,344.40000224113464,3,71.35,2,Yes,-0.1389777571110473,-0.18662022467597422,-0.18203554262364818,-0.1941157897050129
2006-08,0,155.00000101327896,3,67.8700000243187,0,No,-0.1389777571110473,-0.22386307901906932,-0.21924331181413398,-0.23141476340057499
2006-09,0,317.0000003874302,3,71.35,2,Yes,-0.1389777571110473,-0.1891975385027054,-0.18461042845578746,-0.19669698715413586
2006-10,0,102.99999809265135,3,67.57374999284744,0,No,-0.1389777571110473,-0.2248492912345641,-0.22022859495459685,-0.23240246168881862
2007-06,0,116.0,3,67.6225,0,No,-0.21898678652663656,-0.19182080846206306,-0.21998295378025554,-0.1782541038825359
2007-07,0,419.0000030994415,3,71.35,2,Yes,-0.17942164041367062,-0.1796031589577732,-0.1750250874304978,-0.1782541038825359
2007-08,0,363.6000002622605,3,71.35,2,Yes,-0.18463226007271108,-0.1848142240546141,-0.18023124337047075,-0.1782541038825359
2007-09,0,310.7999978661537,3,71.35,2,Yes,-0.18959833798593986,-0.18978072650061767,-0.18519306705327734,-0.1782541038825359
2007-10,0,3.400000095367432,3,67.02550000071525,0,No,-0.21898678652663656,-0.19182080846206306,-0.22211527592960734,-0.1782541038825359
2008-06,0,201.3999948501587,3,68.9835998764038,1,No,-0.2227750260606559,-0.2209425714829695,-0.21834133405241177,-0.22355355082426145
2008-07,0,849.200003772974,3,71.35,2,Yes,-0.13895939373442864,-0.13913745330141533,-0.13459750305897267,-0.146561468970721
2008-08,0,467.8000006079674,3,71.35,2,Yes,-0.1748317809667972,-0.17501290713973666,-0.17043915992348393,-0.1824909816956228
2008-09,0,212.4000000059605,3,69.24760000014305,1,No,-0.22256101165998748,-0.2209425714829695,-0.21812750298889394,-0.22355355082426145
2008-10,0,73.0,3,67.46125,0,No,-0.22520692423668864,-0.2209425714829695,-0.22079545908386675,-0.22355355082426145
2009-06,0,75.19999980926514,3,67.46949999928475,0,No,-0.22284929139497536,-0.22529202342769405,-0.22075388904868137,-0.23292904339538065
2009-07,0,377.599997997284,3,71.35,2,Yes,-0.183315497262445,-0.18349734867886283,-0.17891560857561323,-0.19098820800577737
2009-08,0,615.9999999701977,3,71.35,2,Yes,-0.16089290388016358,-0.16107283846685114,-0.15651222368755574,-0.16852990744620278
2009-09,0,78.39999961853027,3,67.48149999856949,0,No,-0.22284929139497536,-0.22529202342769405,-0.220693423541319,-0.23286842967363205
2009-10,0,87.4000015258789,3,67.51525000572205,0,No,-0.22284929139497536,-0.22514433848905188,-0.22052336425568572,-0.23269795353492428
2010-06,0,270.799999833107,3,70.64919999599456,1,No,-0.2214247902869046,-0.2216098995345922,-0.21699225496895136,-0.22915818871516894
2010-07,0,423.2000000476837,3,71.35,2,Yes,-0.179026611793713,-0.1792080965681891,-0.1746303972149716,-0.18669249264046686
2010-08,0,140.0,3,67.7125,0,No,-0.22396417314862938,-0.22414949947934937,-0.21952946244800742,-0.23170161545319798
2010-09,0,243.0,3,69.982,1,No,-0.2219656627881986,-0.22215081827320016,-0.21753266412748476,-0.22969992253655944
2010-10,0,8.0,3,67.06,0,No,-0.22646474643894315,-0.22665028653499986,-0.2220278936021826,-0.23420617081696282
2011-06,0,145.60000002384186,3,67.7335000000894,0,No,-0.20925528075445832,-0.21785732010349365,-0.21942364780336565,-0.22840243352911047
2011-07,0,627.8000000119209,3,71.35,2,Yes,-0.159783060756603,-0.15996290046665168,-0.15540333131999676,-0.16741829693719731
2011-08,0,245.0,3,70.03,1,No,-0.20925528075445832,-0.21785732010349365,-0.2174937857705223,-0.22840243352911047
2011-09,0,528.2000007629395,3,71.35,2,Yes,-0.16915088905171013,-0.16933152958490522,-0.1647631345899593,-0.17680104316352147
2011-10,0,16.0,3,67.12,0,No,-0.20925528075445832,-0.21785732010349365,-0.22187592433394557,-0.22840243352911047
2012-06,0,45.0,3,67.3375,0,No,-0.22576128594828263,-0.2259467659079421,-0.22132503573658607,-0.23350159009065286
2012-07,0,442.0,3,71.35,2,Yes,-0.1772583871669129,-0.17743972078199916,-0.1728636873519614,-0.18492145217924624
2012-08,0,228.0,3,69.622,1,No,-0.22225750047050488,-0.2224426809036976,-0.21782425180470288,-0.22999222495992783
2012-09,0,333.79999828338623,3,71.35,2,Yes,-0.1874350844084231,-0.18761728799405633,-0.18303166664426523,-0.19511435544681538
2012-10,0,29.0,3,67.2175,1,No,-0.22606548507937907,-0.2262509910439671,-0.22162897427306025,-0.2338062736479761
2013-06,0,342.0,3,71.35,2,Yes,-0.18666383733332229,-0.1868459749877183,-0.18226108026414892,-0.19434188018835602
2013-07,0,606.5999989509583,3,71.35,2,Yes,-0.16177701629167013,-0.161957026458061,-0.15739557871708332,-0.16941542777507582
2013-08,0,327.5999995470047,3,71.35,2,Yes,-0.1880182221998915,-0.18820047563595171,-0.18361430488607364,-0.19569842186434191
2013-09,0,121.80000007152556,3,67.64425000026822,0,No,-0.21657899128403577,-0.21772187004293128,-0.2198733600402774,-0.21937088078821673
2013-10,0,214.0,3,69.286,1,No,-0.21657899128403577,-0.21772187004293128,-0.21809640030343985,-0.21937088078821673
2014-06,0,267.0,3,70.55799999999999,1,No,-0.20885398154735818,-0.2216838380644042,-0.21706612384393567,-0.2228677436651983
2014-07,0,281.0000004768372,3,70.89400001144409,1,No,-0.20885398154735818,-0.22141143293332852,-0.2167939753359294,-0.2228677436651983
2014-08,0,418.0,3,71.35,2,Yes,-0.17951569520685115,-0.17969722179137174,-0.17511906165088637,-0.1871823549014326
2014-09,0,366.0,3,71.35,2,Yes,-0.18440652929338402,-0.18458847397834569,-0.1800057059652239,-0.19208097746616967
2014-10,0,50.0,3,67.375,0,No,-0.20885398154735818,-0.224088022889362,-0.2212300549439379,-0.2228677436651983
2015-06,0,147.0,3,67.73875,0,No,-0.22383179143753718,-0.22401710645140388,-0.21939719414276834,-0.23156902292896975
2015-07,0,226.60000038146973,3,69.58840000915527,1,No,-0.22228473864676498,-0.22246992140845492,-0.21785146664716115,-0.23001950651200856
2015-08,0,273.0,3,70.702,1,No,-0.22138198742358595,-0.22156709301220523,-0.21694948877304843,-0.22911531768982268
2015-09,0,129.0,3,67.67125,0,No,-0.2241722015517743,-0.22435754566612087,-0.21973731264195448,-0.23190997513412803
2015-10,0,38.0,3,67.285,0,No,-0.2258943730681373,-0.22607986440495303,-0.22145800884629352,-0.23363488914698177
2016-01,0,23.0,3,67.1725,0,No,-0.20669699830919497,-0.2153740689931838,-0.22174295122423807,-0.19699020474129414
2016-03,0,28.30000001192093,3,67.21225000008941,0,No,-0.20669699830919497,-0.2153740689931838,-0.22164227158380456,-0.19699020474129414
2016-04,0,11.0,3,67.0825,0,No,-0.20669699830919497,-0.2153740689931838,-0.22197090512659373,-0.19699020474129414
2016-05,0,163.99999952316284,3,68.08599998855591,0,No,-0.20669699830919497,-0.2153740689931838,-0.2190683592367697,-0.19699020474129414
2016-06,0,213.0,3,69.262,1,No,-0.20669699830919497,-0.2153740689931838,-0.21811583948192106,-0.19699020474129414
2016-07,0,535.0,3,71.35,2,Yes,-0.16851131851215215,-0.16869190437068038,-0.164124111943627,-0.17616045413077416
2016-08,0,134.0,3,67.69,0,No,-0.20669699830919497,-0.2153740689931838,-0.21964283528106945,-0.19699020474129414
2016-09,0,642.5999999046326,3,71.35,2,Yes,-0.1583910541420654,-0.15857077485429705,-0.15401251717907533,-0.1660240736019561
2016-10,0,123.0,3,67.64875,0,No,-0.20669699830919497,-0.2153740689931838,-0.21985068547501652,-0.19699020474129414
2017-03,0,52.5,3,67.384375,0,No,-0.2133685976272347,-0.20076051245917853,-0.2211828162634954,-0.1844723400027891
2017-04,0,26.0,3,67.195,0,No,-0.2133685976272347,-0.20076051245917853,-0.22168596274864918,-0.1844723400027891
2017-05,0,28.5,3,67.21375,0,No,-0.2133685976272347,-0.20076051245917853,-0.2216384723523251,-0.1844723400027891
2017-06,0,52.0,3,67.3825,0,No,-0.2133685976272347,-0.20076051245917853,-0.22119226399958392,-0.1844723400027891
2017-07,0,343.0,3,71.35,2,Yes,-0.1865697828316582,-0.18675191244566108,-0.182167106335027,-0.1844723400027891
2017-08,0,679.0,3,71.35,2,Yes,-0.15496747027252264,-0.15514689831444478,-0.15059186615007697,-0.1625950377976561
2017-09,0,134.0,3,67.69,0,No,-0.2133685976272347,-0.20076051245917853,-0.21964283528106945,-0.1844723400027891
2017-10,0,104.0,3,67.5775,0,No,-0.2133685976272347,-0.20076051245917853,-0.2202096994463796,-0.1844723400027891
2018-03,0,2.0,3,67.015,0,No,-0.22657882111310432,-0.22676437096100927,-0.22214187055336046,-0.234320427150959
2018-04,0,160.0,3,67.99,0,No,-0.2235804979636268,-0.22376579149528608,-0.21914611594142525,-0.2313173292791978
2018-05,0,161.0,3,68.014,0,No,-0.2235610421181397,-0.22374633398658625,-0.21912667676294403,-0.23129784245097323
2018-06,0,98.0,3,67.555,0,No,-0.22475846341518266,-0.22494385764702238,-0.22032307227944165,-0.2324971705985673
2018-07,0,241.00000083446503,3,69.93400002002716,1,No,-0.22200457446293753,-0.22218973327436317,-0.21757154246822585,-0.22973889617674748
2018-08,0,408.0000004768372,3,71.35,2,Yes,-0.1804562401786434,-0.18063784716709114,-0.17605880089729486,-0.18812439765742342
2018-09,0,164.39999878406525,3,68.09559997081756,0,No,-0.22349489226714064,-0.22368017848066588,-0.2190605835797447,-0.23123158725870446
2018-10,0,4.0,3,67.03,0,No,-0.22654079622171727,-0.22672634281900614,-0.22210387823630118,-0.2342823417062936
2018-12,0,3.0,3,67.0225,0,No,-0.2265598086674108,-0.2267453568900077,-0.2221228743948308,-0.2343013844286263
2019-01,0,0.6000000238418579,3,67.00450000017881,0,No,-0.22310010339941294,-0.20611831485475615,-0.22216846517484903,-0.20250153194374373
2019-02,0,13.0,3,67.0975,0,No,-0.22310010339941294,-0.20611831485475615,-0.22193291280953445,-0.20250153194374373
2019-03,0,3.0,3,67.0225,0,No,-0.22310010339941294,-0.20611831485475615,-0.2221228743948308,-0.20250153194374373
2019-04,0,22.399999976158146,3,67.16799999982119,0,No,-0.22310010339941294,-0.20611831485475615,-0.22175434891980877,-0.20250153194374373
2019-05,0,82.01000022888184,3,67.4950375008583,0,No,-0.22310010339941294,-0.20611831485475615,-0.22062521087522716,-0.20250153194374373
2019-06,0,517.0,3,71.35,2,Yes,-0.17020429954210584,-0.1703850301277098,-0.16581564266782076,-0.17785613117241392
2019-07,0,1630.4999969303608,3,71.35,2,Yes,-0.06547461222785056,-0.06564638983576525,-0.06117567287907888,-0.07295966558014985
2019-08,0,742.4999995529652,3,71.35,2,Yes,-0.14899500945889832,-0.1491739269358624,-0.14462452169284756,-0.15661306605398403
2019-09,0,3138.500003159046,3,71.35,2,Yes,0.076359576867439,0.07619992417236526,0.08053701282204286,0.06910038938399411
2019-10,0,1754.5999999046326,3,71.35,2,Yes,-0.05380244829159282,-0.05397322808670025,-0.04951350799555015,-0.0612689141406555
2019-11,0,342.5,3,71.35,2,Yes,-0.18661681008249026,-0.1867989437166897,-0.18221409329958796,-0.19429477804831047
2019-12,0,813.5,3,71.35,2,Yes,-0.142317139798702,-0.14249548640775256,-0.13795237268318478,-0.14992456212540348
2020-01,0,58.10000002384186,3,67.4053750000894,0,No,-0.2255130391679574,-0.22569849790586075,-0.22107700161885363,-0.20250153194374373
2020-02,0,24.0,3,67.18,0,No,-0.2261605473078467,-0.22634606139897492,-0.22172395506570847,-0.20250153194374373
2020-03,0,118.39999997615814,3,67.63149999991059,0,No,-0.22437266528616484,-0.2245580265374607,-0.21993760464748124,-0.20250153194374373
2020-04,0,1271.5,3,71.35,2,Yes,-0.0992401780365469,-0.0994148421455589,-0.09491231314536595,-0.10677900184368076
2020-05,0,1787.699999332428,3,71.35,2,Yes,-0.050689244340329766,-0.050859757998430254,-0.04640297099538839,-0.058150752523544326
2020-06,0,1784.8000021278858,3,71.35,2,Yes,-0.050962002132230254,-0.05113253910744826,-0.0466754951271417,-0.058423944672464416
2020-07,0,2190.499998807907,3,71.35,2,Yes,-0.012804091119366272,-0.01297136610713132,-0.008550272394388356,-0.020205268552262318
2020-08,0,1690.4999988377094,3,71.35,1,Yes,-0.059831341948610194,-0.0600026371329237,-0.055537236952525264,-0.06730740859500359
2020-09,0,1725.4999977350235,3,71.35,2,Yes,-0.0565394344940795,-0.056710448264643484,-0.05224814953688343,-0.06401025889569294
2020-10,0,6162.999999910593,3,71.35,2,Yes,0.36082741684495967,0.36069208231878286,0.36476116114588436,0.35402123421350074
2021-03,0,0.5,3,67.00375,0,No,-0.22660733978164457,-0.22679289206751158,-0.2221703647911549,-0.20250153194374373
2021-04,0,68.30000007152557,3,67.44362500026823,0,No,-0.22532014010232124,-0.2255055823499526,-0.2208842678017472,-0.20250153194374373
2021-05,0,970.8999974727632,3,71.35,2,Yes,-0.12751296147447158,-0.12769004252566896,-0.123160876476896,-0.13509680867714122
2021-06,0,945.399998575449,3,71.35,2,Yes,-0.1299113511631934,-0.1300886372444059,-0.1255572115658801,-0.13749901771558648
2021-07,0,245.60000014305115,3,70.04440000343322,1,No,-0.22191507758714898,-0.22210022874779717,-0.21748212226065283,-0.20250153194374373
2021-08,0,200.60000109672544,3,68.96440002632141,1,No,-0.22279059061551335,-0.2229758166207334,-0.21835688527376865,-0.20250153194374373
2021-09,0,76.8000001013279,3,67.47550000037998,0,No,-0.22515939088114567,-0.2253448193868837,-0.22072365628767954,-0.20250153194374373
2021-10,0,179.60000228881836,3,68.46040005493164,0,No,-0.22319916334754902,-0.22338442428023467,-0.21876510799870075,-0.20250153194374373
2021-12,0,2.799999952316284,3,67.02099999964237,0,No,-0.22656361115745605,-0.22674915970511464,-0.22212667362744254,-0.20250153194374373
2022-01,0,6.0,3,67.045,0,No,-0.2265027713303302,-0.22668831467700298,-0.2220658859192419,-0.20250153194374373
2022-02,0,26.0,3,67.195,0,No,-0.22612252241645964,-0.2263080332569718,-0.22168596274864918,-0.20250153194374373
2022-04,0,6.3999998569488525,3,67.04799999892711,0,No,-0.22649516635477254,-0.22668070905132237,-0.2220582874585475,-0.20250153194374373
2022-05,0,14135.70000064373,3,71.35,2,Yes,1.1106957423312365,1.110624511447113,1.1139871059247537,1.105083698164859
2022-06,0,18704.60000327229,3,71.35,2,Yes,1.5404213552315438,1.5403868600994637,1.5433445909367052,1.5354936337206968
2022-07,0,572.1000007987022,3,71.35,2,Yes,-0.16502189642529272,-0.1652021839852306,-0.16063767909814824,-0.17266547526415327
2022-08,0,181.40000009536743,3,68.50360000228882,0,No,-0.2231641428683477,-0.2233494008072541,-0.21873011752007349,-0.20250153194374373
2022-09,0,277.1999996304512,3,70.80279999113083,1,No,-0.2213002728797301,-0.22148537148285644,-0.21686784423061106,-0.20250153194374373
2022-10,0,81.5,3,67.493125,0,No,-0.22507050601990003,-0.2252559269271796,-0.22063484757036225,-0.20250153194374373
2023-03,0,7.199999928474426,3,67.05399999946356,0,No,-0.22647995639685786,-0.22666549779316114,-0.22204309053036503,-0.20250153194374373
2023-04,0,5.200000107288361,3,67.03900000080466,0,No,-0.2265179812848452,-0.22670352593176424,-0.22208108284402753,-0.20250153194374373
2023-05,0,55.59999990463257,3,67.39599999964237,0,No,-0.22556031835274476,-0.22574578113238164,-0.22112424030154867,-0.20250153194374373
2023-06,0,252.7999975681305,3,70.21719994163513,1,No,-0.2217749955497392,-0.22196013473525994,-0.21734216022564246,-0.20250153194374373
2023-07,0,416.599999666214,3,71.35,2,Yes,-0.17964737154057497,-0.17982890938164858,-0.1752506251830242,-0.1873142409250042
2023-08,0,622.7999984025955,3,71.35,2,Yes,-0.16025333341628778,-0.16043321332831487,-0.15587320111684072,-0.16788931848925812
2023-09,0,318.200002104044,3,71.35,2,Yes,-0.18890233427503292,-0.1890846632907677,-0.18449765957952424,-0.1965839418563142
